business_id,business_name,business_time,business_label
042E0117,旅客检索清空按钮,2024-03-31 04:54:52.728,-1
042E0115,旅客提取页签检索按钮,2024-03-31 04:55:01.433,1
042E0117,旅客检索清空按钮,2024-03-31 04:55:05.085,-1
042E0117,旅客检索清空按钮,2024-03-31 04:55:05.389,-1
042E0115,旅客提取页签检索按钮,2024-03-31 04:55:19.422,1
040O0200,值机页面加载,2024-03-31 04:55:21.162,0
040O0211,点击座位图刷新,2024-03-31 04:55:21.589,0
040O0204,旅客处理按钮,2024-03-31 04:55:32.765,0
042E0121,从其他页面返回检索页刷新,2024-03-31 04:55:48.192,0
042E0117,旅客检索清空按钮,2024-03-31 04:55:48.489,-1
042E0117,旅客检索清空按钮,2024-03-31 04:55:48.697,-1
042E0115,旅客提取页签检索按钮,2024-03-31 04:56:03.680,1
040O0200,值机页面加载,2024-03-31 04:56:05.532,0
040O0211,点击座位图刷新,2024-03-31 04:56:05.961,0
040O0204,旅客处理按钮,2024-03-31 04:56:21.433,0
040O0204,旅客处理按钮,2024-03-31 04:56:21.710,0
042E0121,从其他页面返回检索页刷新,2024-03-31 04:56:39.371,0
042E0117,旅客检索清空按钮,2024-03-31 04:56:39.658,-1
042E0115,旅客提取页签检索按钮,2024-03-31 04:56:54.859,1
040O0200,值机页面加载,2024-03-31 04:56:57.096,0
040O0211,点击座位图刷新,2024-03-31 04:56:57.557,0
040O0204,旅客处理按钮,2024-03-31 04:56:58.891,0
042E0121,从其他页面返回检索页刷新,2024-03-31 04:57:20.222,0
042E0117,旅客检索清空按钮,2024-03-31 04:57:20.571,-1
042E0105,查询办理历史按钮,2024-03-31 04:57:22.126,1
042E0105,查询办理历史按钮,2024-03-31 04:57:24.367,1
042E0141,客票详情按钮,2024-03-31 04:57:26.732,0
042E0121,从其他页面返回检索页刷新,2024-03-31 04:57:27.770,0
042E0117,旅客检索清空按钮,2024-03-31 04:57:28.137,-1
042E0117,旅客检索清空按钮,2024-03-31 04:57:28.331,-1
042E0115,旅客提取页签检索按钮,2024-03-31 04:57:32.870,1
040O0200,值机页面加载,2024-03-31 04:57:34.232,0
040O0211,点击座位图刷新,2024-03-31 04:57:34.699,0
040O0204,旅客处理按钮,2024-03-31 04:57:40.107,0
042E0121,从其他页面返回检索页刷新,2024-03-31 04:58:11.545,0
042E0117,旅客检索清空按钮,2024-03-31 04:58:11.771,-1
042E0117,旅客检索清空按钮,2024-03-31 04:58:11.979,-1
042E0115,旅客提取页签检索按钮,2024-03-31 04:58:17.453,1
040O0200,值机页面加载,2024-03-31 04:58:20.284,0
040O0211,点击座位图刷新,2024-03-31 04:58:20.822,0
040O0204,旅客处理按钮,2024-03-31 04:58:28.026,0
040O0204,旅客处理按钮,2024-03-31 04:58:31.355,0
042E0121,从其他页面返回检索页刷新,2024-03-31 04:58:52.114,0
042E0115,旅客提取页签检索按钮,2024-03-31 04:58:53.314,1
042E0118,序号输入框选中旅客,2024-03-31 04:58:54.792,0
042E0115,旅客提取页签检索按钮,2024-03-31 04:58:58.219,1
042E0118,序号输入框选中旅客,2024-03-31 04:58:59.555,0
042E0115,旅客提取页签检索按钮,2024-03-31 04:59:00.922,1
042E0118,序号输入框选中旅客,2024-03-31 04:59:02.221,0
040O0200,值机页面加载,2024-03-31 04:59:06.125,0
040O0211,点击座位图刷新,2024-03-31 04:59:06.561,0
040O0204,旅客处理按钮,2024-03-31 04:59:18.122,0
040O0204,旅客处理按钮,2024-03-31 04:59:22.829,0
042E0121,从其他页面返回检索页刷新,2024-03-31 04:59:53.193,0
042E0117,旅客检索清空按钮,2024-03-31 04:59:54.155,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:00:02.967,1
042E0115,旅客提取页签检索按钮,2024-03-31 05:00:06.064,1
042E0189,提取同行人操作,2024-03-31 05:00:07.410,0
040O0200,值机页面加载,2024-03-31 05:00:08.363,0
040O0211,点击座位图刷新,2024-03-31 05:00:08.961,0
040O0204,旅客处理按钮,2024-03-31 05:00:36.140,0
040O0204,旅客处理按钮,2024-03-31 05:00:49.308,0
040O0210,切换旅客列表,2024-03-31 05:01:03.150,0
040O0204,旅客处理按钮,2024-03-31 05:01:11.034,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:01:27.211,0
042E0117,旅客检索清空按钮,2024-03-31 05:01:27.547,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:01:43.045,1
042E0115,旅客提取页签检索按钮,2024-03-31 05:01:46.122,1
042E0118,序号输入框选中旅客,2024-03-31 05:01:47.458,0
040O0200,值机页面加载,2024-03-31 05:01:49.419,0
040O0211,点击座位图刷新,2024-03-31 05:01:49.814,0
040O0204,旅客处理按钮,2024-03-31 05:01:54.939,0
040O0204,旅客处理按钮,2024-03-31 05:02:00.047,0
040O0210,切换旅客列表,2024-03-31 05:02:17.446,0
040O0204,旅客处理按钮,2024-03-31 05:02:36.588,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:03:17.927,0
042E0117,旅客检索清空按钮,2024-03-31 05:03:18.202,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:03:25.318,1
042E0146,重打登机牌按钮,2024-03-31 05:03:28.076,0
042E0146,重打登机牌按钮,2024-03-31 05:03:28.483,0
040O0200,值机页面加载,2024-03-31 05:03:29.116,0
040O0211,点击座位图刷新,2024-03-31 05:03:29.527,0
040O0204,旅客处理按钮,2024-03-31 05:03:32.205,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:03:50.822,0
042E0117,旅客检索清空按钮,2024-03-31 05:03:51.048,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:04:00.773,1
040O0200,值机页面加载,2024-03-31 05:04:02.077,0
040O0211,点击座位图刷新,2024-03-31 05:04:02.559,0
040O0204,旅客处理按钮,2024-03-31 05:04:07.759,0
040O0204,旅客处理按钮,2024-03-31 05:04:21.260,0
01010917,重置当前页面,2024-03-31 05:04:44.923,-1
042E0117,旅客检索清空按钮,2024-03-31 05:04:47.464,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:04:51.546,1
042E0115,旅客提取页签检索按钮,2024-03-31 05:05:05.245,1
042E0118,序号输入框选中旅客,2024-03-31 05:05:06.812,0
040O0200,值机页面加载,2024-03-31 05:05:07.357,0
040O0211,点击座位图刷新,2024-03-31 05:05:07.785,0
040O0204,旅客处理按钮,2024-03-31 05:05:19.054,0
040O0204,旅客处理按钮,2024-03-31 05:05:22.348,0
040O0210,切换旅客列表,2024-03-31 05:05:40.988,0
040O0204,旅客处理按钮,2024-03-31 05:05:43.372,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:06:01.420,0
042E0117,旅客检索清空按钮,2024-03-31 05:06:01.691,-1
042E0117,旅客检索清空按钮,2024-03-31 05:06:01.979,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:06:09.210,1
040O0200,值机页面加载,2024-03-31 05:06:12.157,0
040O0211,点击座位图刷新,2024-03-31 05:06:12.574,0
040O0204,旅客处理按钮,2024-03-31 05:06:14.702,0
040O0212,切换到联程段座位输入框后自动展示联程段座位图,2024-03-31 05:06:17.437,0
040O0204,旅客处理按钮,2024-03-31 05:06:21.052,0
040O0204,旅客处理按钮,2024-03-31 05:06:23.069,0
040O0204,旅客处理按钮,2024-03-31 05:06:26.090,0
040O0204,旅客处理按钮,2024-03-31 05:06:26.413,0
040O0204,旅客处理按钮,2024-03-31 05:06:35.689,0
040O0204,旅客处理按钮,2024-03-31 05:06:35.926,0
040O0212,切换到联程段座位输入框后自动展示联程段座位图,2024-03-31 05:06:37.401,0
040O0204,旅客处理按钮,2024-03-31 05:06:39.565,0
040O0204,旅客处理按钮,2024-03-31 05:07:21.005,0
040O0204,旅客处理按钮,2024-03-31 05:07:21.285,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:07:50.867,0
042E0117,旅客检索清空按钮,2024-03-31 05:07:51.096,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:07:57.196,1
040O0200,值机页面加载,2024-03-31 05:08:00.174,0
040O0211,点击座位图刷新,2024-03-31 05:08:00.575,0
040O0204,旅客处理按钮,2024-03-31 05:08:10.906,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:08:31.190,0
042E0117,旅客检索清空按钮,2024-03-31 05:08:31.485,-1
042E0105,查询办理历史按钮,2024-03-31 05:08:34.288,1
042E0117,旅客检索清空按钮,2024-03-31 05:08:38.113,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:08:49.149,1
040O0200,值机页面加载,2024-03-31 05:08:52.387,0
040O0211,点击座位图刷新,2024-03-31 05:08:52.881,0
040O0204,旅客处理按钮,2024-03-31 05:09:02.039,0
040O0204,旅客处理按钮,2024-03-31 05:09:07.011,0
040O0204,旅客处理按钮,2024-03-31 05:09:07.278,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:11:21.144,0
042E0117,旅客检索清空按钮,2024-03-31 05:11:21.410,-1
042E0117,旅客检索清空按钮,2024-03-31 05:11:21.829,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:11:23.395,1
042E0146,重打登机牌按钮,2024-03-31 05:11:25.140,0
042E0146,重打登机牌按钮,2024-03-31 05:11:25.693,0
040O0200,值机页面加载,2024-03-31 05:11:30.132,0
040O0211,点击座位图刷新,2024-03-31 05:11:30.547,0
040O0204,旅客处理按钮,2024-03-31 05:11:32.356,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:11:55.389,0
042E0117,旅客检索清空按钮,2024-03-31 05:11:55.856,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:12:07.977,1
040O0200,值机页面加载,2024-03-31 05:12:10.371,0
040O0211,点击座位图刷新,2024-03-31 05:12:10.809,0
040O0204,旅客处理按钮,2024-03-31 05:12:14.898,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:12:38.794,0
042E0117,旅客检索清空按钮,2024-03-31 05:12:39.152,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:12:43.780,1
040O0200,值机页面加载,2024-03-31 05:12:46.131,0
040O0211,点击座位图刷新,2024-03-31 05:12:46.569,0
040O0204,旅客处理按钮,2024-03-31 05:12:50.579,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:13:11.329,0
042E0117,旅客检索清空按钮,2024-03-31 05:13:11.623,-1
042E0117,旅客检索清空按钮,2024-03-31 05:13:12.115,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:13:19.625,1
042E0146,重打登机牌按钮,2024-03-31 05:13:21.650,0
042E0146,重打登机牌按钮,2024-03-31 05:13:22.158,0
040O0200,值机页面加载,2024-03-31 05:13:22.835,0
040O0211,点击座位图刷新,2024-03-31 05:13:23.286,0
040O0204,旅客处理按钮,2024-03-31 05:13:25.223,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:13:44.583,0
042E0117,旅客检索清空按钮,2024-03-31 05:13:44.932,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:13:51.112,1
040O0200,值机页面加载,2024-03-31 05:13:52.611,0
040O0211,点击座位图刷新,2024-03-31 05:13:53.022,0
040O0204,旅客处理按钮,2024-03-31 05:13:57.092,0
040O0204,旅客处理按钮,2024-03-31 05:14:33.029,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:14:48.644,0
042E0117,旅客检索清空按钮,2024-03-31 05:14:48.881,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:15:06.195,1
040O0200,值机页面加载,2024-03-31 05:15:08.005,0
040O0211,点击座位图刷新,2024-03-31 05:15:08.468,0
040O0204,旅客处理按钮,2024-03-31 05:15:15.042,0
040O0204,旅客处理按钮,2024-03-31 05:15:49.171,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:16:07.542,0
042E0117,旅客检索清空按钮,2024-03-31 05:16:07.862,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:16:25.385,1
040O0200,值机页面加载,2024-03-31 05:16:29.940,0
040O0211,点击座位图刷新,2024-03-31 05:16:30.390,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:16:34.282,0
040O0200,值机页面加载,2024-03-31 05:16:34.964,0
040O0211,点击座位图刷新,2024-03-31 05:16:35.376,0
040O0204,旅客处理按钮,2024-03-31 05:16:41.092,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:16:58.144,0
042E0117,旅客检索清空按钮,2024-03-31 05:16:58.450,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:17:05.033,1
040O0200,值机页面加载,2024-03-31 05:17:06.437,0
040O0211,点击座位图刷新,2024-03-31 05:17:06.874,0
040O0204,旅客处理按钮,2024-03-31 05:17:14.294,0
040O0204,旅客处理按钮,2024-03-31 05:17:18.037,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:17:47.675,0
042E0117,旅客检索清空按钮,2024-03-31 05:17:47.955,-1
042E0117,旅客检索清空按钮,2024-03-31 05:17:50.451,-1
042E0117,旅客检索清空按钮,2024-03-31 05:17:50.803,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:17:56.159,1
040O0200,值机页面加载,2024-03-31 05:17:57.555,0
040O0211,点击座位图刷新,2024-03-31 05:17:57.970,0
040O0204,旅客处理按钮,2024-03-31 05:18:01.574,0
040O0212,切换到联程段座位输入框后自动展示联程段座位图,2024-03-31 05:18:03.861,0
040O0204,旅客处理按钮,2024-03-31 05:18:13.014,0
040O0204,旅客处理按钮,2024-03-31 05:18:15.909,0
040O0204,旅客处理按钮,2024-03-31 05:18:16.044,0
042E0121,从其他页面返回检索页刷新,2024-03-31 05:18:43.026,0
042E0117,旅客检索清空按钮,2024-03-31 05:18:43.249,-1
042E0115,旅客提取页签检索按钮,2024-03-31 05:18:51.632,1
042E0115,旅客提取页签检索按钮,2024-03-31 05:18:54.697,1
042E0118,序号输入框选中旅客,2024-03-31 05:18:56.013,0
040O0200,值机页面加载,2024-03-31 05:18:57.507,0
040O0211,点击座位图刷新,2024-03-31 05:18:57.952,0
040O0204,旅客处理按钮,2024-03-31 05:19:08.423,0
040O0204,旅客处理按钮,2024-03-31 05:19:13.250,0
